iso3,gpi_score,ppi_score,numbeo_safety_index,gti_score,numbeo_crime_index,pvi_score
AND,,,1.9600928118343748,,-1.9600928118343752,1.58346593379974
ARE,-0.5242161034846676,-0.7088787298792117,1.9469271846325849,-0.2157078403144644,-1.946927184632585,0.677530944347382
AFG,2.338371827937291,1.4610179749925625,-1.9764297215008295,2.380778040350565,1.9764297215008289,-2.48408055305481
ALB,-0.5242161034846676,-0.322071056402069,0.0247456131712473,-0.7184462307522365,-0.0247456131712478,0.183348968625069
ARM,-0.3605819309757202,-0.2937680559037416,1.5124614869735156,-0.4111697951705763,-1.5124614869735156,-0.829278230667114
AGO,-0.1706854838665706,0.9798669665209948,-1.39714212462207,-0.0112836560872209,1.3971421246220697,-0.34150505065918
ARG,-0.6131038021315034,-0.3935024386121341,-1.2062405301961154,-0.3766011961676393,1.206240530196115,-0.127517908811569
AUT,-1.5706667375542334,-1.5404478397586427,1.025333280507286,-0.4700644453237278,-1.0253332805072866,0.727989196777344
AUS,-1.1444098190432717,-1.769567367602246,-0.146407540452022,0.1235765573069521,0.1464075404520215,0.91705721616745
AZE,-0.0090714863268696,0.5175846250483127,0.8739285676867015,-0.6190081620153934,-0.8739285676867019,-0.730753898620605
BIH,-0.3565415810372276,,,-0.1986369272265948,,-0.353373318910599
BRB,,,0.0115799859694576,,-0.0115799859694581,1.18712854385376
BGD,0.4979924309539428,0.7952235823176202,-1.0877498853800058,0.5746754356539171,1.0877498853800054,-0.908656716346741
BEL,-1.1706720936434734,-1.6159225077541828,-0.2846466260708169,-0.1435832325182138,0.2846466260708164,0.403853088617325
BFA,1.9080745594878363,0.6361876747555898,,2.943691399423079,,-2.035231590271
BGR,-0.9322914472724128,-0.5215398218188534,0.5908675828482166,-0.7184462307522365,-0.590867582848217,0.341861486434937
BHR,0.0555741126890109,0.0957351414303843,1.3544739605520355,-0.6932666339476286,-1.354473960552036,-0.373967587947845
BDI,1.0151572230809864,1.203595446650631,,1.0069963096042256,,-1.17240297794342
BEN,0.281833709244592,0.335636764701922,,1.330916885446559,,-0.346559435129166
BRN,,,1.0384989077090765,,-1.0384989077090767,1.36600065231323
BOL,-0.1343223344201387,0.3814606702706424,-1.311565547810435,-0.7184462307522365,1.3115655478104349,-0.313183635473251
BRA,0.8090993762178676,0.1065172368583186,-1.2786514798059605,-0.1081610878608834,1.27865147980596,-0.408567786216736
BHS,,,-0.7783576461379411,,0.7783576461379407,1.00856232643127
BTN,-1.0817843949966377,-0.0686918138456138,,-0.7184462307522365,,0.982800424098969
BWA,-0.6636081763626595,-0.2075112924802673,-0.5018794749003519,-0.7184462307522365,0.5018794749003513,1.03843998908997
BLR,0.3949635075223829,0.2345546200650378,-0.3109778804743968,-0.6190081620153934,0.3109778804743963,-0.729365646839142
BLZ,,,-0.5018794749003519,,0.5018794749003513,0.58532577753067
CAN,-1.1726922686127184,-1.7453076528893938,-0.0410825228377025,0.0796189561056869,0.041082522837702,0.822420537471771
CAF,1.6979763626862243,1.7197882652629852,,-0.3100246351249464,,-2.20310711860657
CHE,-1.5706667375542334,-2.0862914207978154,1.2228176885341355,-0.1785786043483473,-1.2228176885341362,1.07144391536713
CIV,-0.0110916612961165,,,-0.0979185400081614,,-0.631788194179535
CHL,-0.3484608811602426,-1.0229072592177972,-1.015338935770161,1.4845551032373894,1.0153389357701603,0.13615994155407
CMR,1.2353562947288297,1.2049432085791232,-1.3444796158149104,2.2450642813019988,1.34447961581491,-1.40043640136719
CHN,0.0434530628735324,0.0553022835756304,1.3873880285565106,0.0766315463153094,-1.387388028556511,-0.513097047805786
COL,1.2595983943597846,0.1685142855689405,-1.0416701901737409,2.0047911795902285,1.0416701901737402,-0.717313230037689
CRI,-0.461590679438034,-0.8382638750144226,-0.5940388653128816,-0.7184462307522365,0.5940388653128812,0.984186828136444
CUB,0.1040583119509213,0.4245890519823795,0.7027754140634311,-0.7184462307522365,-0.7027754140634316,0.384215950965881
CYP,-0.2797749322058695,-1.0592968312870756,0.7883519908750668,-0.5703560597149643,-0.7883519908750668,0.409627169370651
CZE,-1.2858220668905098,-1.2601133586323514,1.2228176885341355,0.5217556050815206,-1.2228176885341362,0.967361629009247
DEU,-1.087844919904376,-1.752046462531853,0.3736347340186821,1.3078711527779348,-0.3736347340186821,0.586989283561707
DJI,0.4131450822455991,0.8949579650260128,,-0.0949311302177839,,-0.516700983047485
DNK,-1.3706694155988537,-2.1617660887933554,1.2557317565386106,-0.4111697951705763,-1.255731756538611,0.850847959518433
DOM,-0.1525039091433548,0.1253859038572033,-1.015338935770161,-0.7184462307522365,1.0153389357701603,0.239014014601707
DZA,-0.059575860558027,0.4879338626214937,-0.4952966612994567,0.3122101469279159,0.4952966612994563,-0.577885270118713
ECU,0.7828371016176664,0.2412934297074966,-1.1469952077880607,-0.0569483485972733,1.1469952077880603,-0.338139981031418
EST,-1.035320370703973,-1.3180671215574984,1.4071364693591952,-0.7184462307522365,-1.4071364693591957,0.660533905029297
EGY,0.172744260905294,0.7777026772472272,-0.146407540452022,1.1661825741486136,0.1464075404520215,-0.866764307022095
ERI,0.950511624065106,1.5041463567042994,,-0.7184462307522365,,-0.792767763137817
ESP,-0.9969370462882944,-1.1630744997809428,0.5579535148437417,-0.1824195597931178,-0.5579535148437421,0.287291556596756
ETH,1.2454571695750614,0.9987356335198802,-0.370223202882452,-0.3825760157483939,0.3702232028824516,-1.96956777572632
FIN,-1.3161246914292042,-2.164461612650339,1.2030692477314509,-0.3134388177425203,-1.2030692477314513,0.713986694812775
FJI,,,-0.7586092053352563,,0.7586092053352559,0.744343459606171
FRA,-0.2110889832514964,-1.5498821732580854,-0.6796154421245163,0.4389616766053507,0.6796154421245159,0.343697965145111
GAB,0.3363784334142414,0.6820115803243103,,-0.7184462307522365,,-0.335527300834656
GBR,-0.8838072480105033,-1.438017933193267,-0.2122356764609719,0.4078072602199877,0.2122356764609714,0.514935672283173
GEO,0.2293091600441895,-0.3988934863261006,1.235983315735926,-0.7184462307522365,-1.2359833157359263,-0.335554122924805
GHA,-0.3504810561294891,0.0121739018638933,-0.0213340820350173,-0.7184462307522365,0.0213340820350168,-0.0216207038611174
GMB,-0.4373485798070788,,,-0.7184462307522365,,-0.0120199294760823
GIN,0.3666810579529361,1.2211163517210246,,-0.7184462307522365,,-0.877875149250031
GNQ,-0.1363425093893847,1.4030642120674153,,-0.7184462307522365,,-0.235371336340904
GRC,-0.6211845020084885,-0.8760012090121926,-0.0871622180439672,0.5311446072798488,0.0871622180439667,0.239744067192078
GTM,0.2070872353824803,0.8370042021008658,-0.8310201549451014,-0.7184462307522365,0.8310201549451008,-0.244364932179451
GNB,0.0818363872892126,1.1200342070841405,,-0.7184462307522365,,-0.327665239572525
GUY,0.1565828611513238,0.2332068581365462,-1.39714212462207,-0.7184462307522365,1.3971421246220697,-0.05517203733325
HND,0.5565775050620839,0.5431921016896567,-1.7723624998730847,-0.7184462307522365,1.7723624998730845,-0.45921716094017
HRV,-1.1161273694738238,-0.8935221140825863,1.2886458245430856,-0.7184462307522365,-1.288645824543086,0.59771203994751
HTI,1.3323246932526502,1.2251596375064997,-2.226576638334839,-0.7184462307522365,2.226576638334839,-1.43452179431915
HUN,-1.1545106938895031,-0.7398772542345223,0.7488551092696962,-0.7184462307522365,-0.7488551092696967,0.731891810894012
IDN,-0.5767406526850706,0.2143381911376609,-0.0608309636403873,1.0611964586582128,0.0608309636403868,-0.404375314712524
IRL,-1.639352686508607,-1.964992847233555,-0.1661559812547072,-0.6190081620153934,0.1661559812547068,0.901911556720734
ISR,2.093930656658493,-0.8652191135842583,0.8739285676867015,2.466559378617112,-0.8739285676867019,-1.46484839916229
IND,0.3181968586910257,0.2722919540628079,0.0510768675748276,2.017167591578934,-0.0510768675748281,-0.635076940059662
IRQ,1.5969676142239115,1.1267730167265992,0.1300706307855672,2.090572517856775,-0.1300706307855677,-2.41309809684753
IRN,1.3707080176683295,0.7871370107466699,-0.3570575756806619,1.8660900107512843,0.3570575756806614,-1.6941009759903
ISL,-1.9726815564342408,-1.8436942736692945,1.2754801973412957,-0.6659531730070365,-1.275480197341296,1.21440374851227
ITA,-0.8272423488716079,-1.106468498784288,-0.1200762860484421,-0.3219742742864552,0.1200762860484416,0.583320736885071
JAM,-0.049474985711795,-0.3988934863261006,-1.4695530742319152,-0.7184462307522365,1.4695530742319152,0.384837329387665
JOR,-0.231290732943959,0.1779486190683831,0.334137852413312,0.5247430148718977,-0.3341378524133125,-0.20273420214653
JPN,-1.2757211920442788,-1.7075703188916245,1.459798978166355,-0.3134388177425203,-1.4597989781663554,0.951136231422424
KEN,0.6474853786781662,0.5620607686885415,-0.7191123237298863,1.5716167599855262,0.7191123237298859,-0.937771916389465
KGZ,-0.168665308897325,0.4690651956226083,-0.6072044925146713,-0.7184462307522365,0.6072044925146709,-0.48121976852417
KHM,-0.1060398848506904,0.717053390465097,-0.4097200844878216,-0.537921324848011,0.4097200844878211,0.0444938205182552
PRK,1.6959561877169784,0.9461729183087004,-0.5940388653128816,-0.7184462307522365,0.5940388653128812,-0.366169571876526
KOR,-0.677749401147384,-1.4488000286212013,1.3281427061484552,-0.4700644453237278,-1.3281427061484556,0.609834730625153
,-0.3302793064370264,-0.4757159162501329,,-0.384709879884378,,
KWT,-0.8676458482565331,-0.1711217204109895,0.8081004316777515,-0.7184462307522365,-0.808100431677752,0.408179193735123
CYM,,,0.9397567036956512,,-0.9397567036956518,1.62560141086578
KAZ,-0.396945080422153,0.0984306652873676,-0.0081684548332276,-0.7184462307522365,0.0081684548332271,-0.27334600687027
LAO,-0.5828011775928097,0.7008802473231955,,-0.7184462307522365,,0.814461767673492
LBN,1.217174720005613,0.8006146300315874,-0.113493472447547,-0.1905282435098561,0.1134934724475466,-1.51903915405273
LKA,0.0070899134271004,0.277683001776775,0.1958987667945171,-0.7184462307522365,-0.1958987667945176,-0.508541285991669
LBR,-0.2676538823903919,0.8841758695980785,,-0.7184462307522365,,-0.1162094399333
LSO,0.3949635075223829,0.5121935773343456,,-0.7184462307522365,,-0.30576080083847
LTU,-1.0373405456732196,-1.1927252622077624,0.8344316860813309,-0.537921324848011,-0.8344316860813314,0.742111504077911
LUX,,,0.7159410412652213,,-0.7159410412652217,1.05400168895721
LVA,-1.0373405456732196,-0.9743878297920928,0.5250394468392666,-0.537921324848011,-0.5250394468392672,0.591089129447937
LBY,0.8212204260333457,1.1456416837254846,-0.7454435781334662,-0.0304884333110747,0.7454435781334657,-2.1680154800415
MAR,-0.1201811096354145,0.3841561941276263,-0.1793216084564969,-0.7184462307522365,0.1793216084564965,-0.367761224508286
MCO,,,1.4334677237627755,,-1.433467723762776,1.18497908115387
MDA,-0.3100775567445637,-0.0929515285584656,0.0510768675748276,-0.7184462307522365,-0.0510768675748281,-0.683699607849121
MNE,-0.7807783245789435,-0.40563229596856,0.6369472780544813,-0.7184462307522365,-0.6369472780544817,0.0693022906780243
MDG,-0.3565415810372276,0.6981847234662116,,-0.7184462307522365,,-0.690745651721954
MLI,1.998982433103918,0.935390822880766,,2.65604651389247,,-2.7291362285614
MNG,-0.7120923756245703,-0.2317710071931198,-0.4623825932949818,-0.7184462307522365,0.4623825932949814,0.592669785022736
MRT,0.2676924844598688,1.0782535873008952,,-0.7184462307522365,,-0.503423988819122
MLT,,,0.1366534443864623,,-0.1366534443864628,0.858121693134308
MUS,-0.980775646534324,-0.5794935847440003,-0.3241435076761869,-0.7184462307522365,0.3241435076761865,0.775418817996979
MDV,,,-0.5940388653128816,,0.5940388653128812,0.53012090921402
MWI,-0.2353310828824516,0.5391488159041812,,-0.7184462307522365,,-0.235615640878677
MEX,1.1404080711742557,0.2466844774214638,-0.5479591701066165,-0.4700644453237278,0.547959170106616,-0.630761027336121
MYS,-1.2171361179361373,-0.4123711056110188,-0.2517325580663419,-0.0245136137303204,0.2517325580663415,0.16851469874382
MOZ,0.407084557337861,0.7480519148204082,-0.989007681366581,1.949310712054651,0.9890076813665806,-1.26869130134583
NAM,-0.570680127777332,0.1294291896426788,-1.2128233437970106,-0.7184462307522365,1.2128233437970102,0.54477721452713
NER,1.388889592391546,0.8882191553835533,,2.600139273529695,,-1.66885960102081
NGA,1.6111088390086357,1.1712491603668282,-1.4168905654247554,2.549780079920479,1.4168905654247543,-1.7684383392334
NIC,0.2737530093676069,0.7413131051779488,-0.3768060164833466,-0.7184462307522365,0.3768060164833462,-0.125550046563148
NLD,-1.1726922686127184,-1.814043511242475,1.1964864341305554,-0.1201107270223923,-1.196486434130556,0.658281981945038
NOR,-0.8636054983180407,-2.1415496598659787,0.7949348044759613,-0.2071723837705292,-0.7949348044759619,0.892857432365417
NPL,-0.1706854838665706,0.6766205326103432,0.5513707012428466,-0.2434480740822534,-0.551370701242847,-0.226184993982315
NZL,-1.5949088371851885,-1.8719972741676216,-0.2056528628600773,-0.6258365272505414,0.2056528628600768,1.35856962203979
OMN,-0.6737090512088915,-0.0444320991327613,1.7626084038075251,0.530717834452652,-1.7626084038075256,0.586623668670654
PAN,-0.1323021594508926,-0.2978113416892171,0.1564018851891471,-0.7184462307522365,-0.1564018851891476,0.213101848959923
PER,0.003049563488607,0.0903440937164172,-1.4498046334292305,0.1615593389274627,1.4498046334292294,-0.52178555727005
PNG,0.3202170336602709,0.7372698193924739,-2.318736028747369,-0.7184462307522365,2.3187360287473684,-0.478844821453094
PHL,0.1545626861820778,0.3881994799131012,0.1300706307855672,1.4862621945461765,-0.1300706307855677,-0.566050469875336
PAK,1.4656562412229044,0.8046579158170629,0.0905737491801972,2.855349424193352,-0.0905737491801977,-1.93273079395294
POL,-0.724213425440048,-0.845002684656882,1.058247348511761,0.1188820562077878,-1.0582473485117614,0.559584558010101
PRI,,,-1.0811670717791109,,1.0811670717791104,0.510210990905762
PRT,-1.415113264922271,-1.4878851245474631,0.8541801268840167,-0.7184462307522365,-0.8541801268840167,0.712578117847443
PRY,-0.1828065336820482,0.2574665728493981,-0.9692592405638958,-0.6872918143668736,0.9692592405638952,0.0820416286587715
QAT,-0.9666344217496003,-0.4110233436825272,1.9271787438298995,-0.7184462307522365,-1.9271787438299004,0.993381142616272
ROU,-0.7080520256860778,-0.5390607268892464,0.8410144996822265,-0.7184462307522365,-0.841014499682227,0.373643964529037
SRB,-0.3181582566215488,-0.1616873869115469,0.5184566332383715,-0.4700644453237278,-0.5184566332383721,-0.0391097068786621
RUS,2.766648921417499,0.3706785748427081,0.4197144292249467,1.9561390772897984,-0.4197144292249472,-1.13433384895325
RWA,-0.0716969103735041,0.6011458646148037,1.1964864341305554,-0.7184462307522365,-1.196486434130556,0.108091473579407
SAU,-0.0737170853427502,0.1334724754281537,1.393970842157405,-0.3578231917709825,-1.3939708421574055,-0.213224530220032
SDN,2.52826827504644,1.372065687712105,-0.0279168956359123,-0.7184462307522365,0.0279168956359119,-2.46693897247314
SWE,-0.732294125317033,-2.1280720405810607,-0.1924872356582871,0.067669316944178,0.1924872356582866,0.758365273475647
SGP,-1.4433957144917182,-1.6913971757497228,1.4795474189690407,-0.7184462307522365,-1.4795474189690407,1.42420423030853
SVN,-1.3383466160909132,-1.377368646411137,1.4005536557583007,-0.7184462307522365,-1.4005536557583012,0.818632841110229
SVK,-0.9343116222416602,-0.9487803531507494,0.9265910764938612,-0.2818576285299609,-0.9265910764938616,0.573219299316406
SLE,-0.3727029807911978,0.6577518656114584,,-0.7184462307522365,,-0.238688722252846
SEN,-0.2737144072981309,0.1927740002817923,,-0.0449987094357641,,-0.138591378927231
SOM,1.8414087855027097,1.7386569322618692,-1.2391545982005905,2.5310020755238214,1.23915459820059,-2.37760090827942
SSD,2.112112231381709,1.827609219542328,,-0.7184462307522365,,-2.18610787391663
SLV,0.130320586551123,0.3235069073454955,-0.8902654773531562,-0.7184462307522365,0.8902654773531558,0.00233239983208477
SYR,2.2474639543212094,1.5054941186327906,-1.51563276943818,2.698297023784948,1.5156327694381793,-2.75060677528381
TCD,1.0535405474966657,1.634879263768002,,1.4290746357018118,,-1.55946290493011
TGO,0.625263454016457,0.7116623427511298,,1.4171249965403026,,-0.954195141792297
THA,-0.1100802347891834,-0.016129098634434,0.511873819637477,1.2575119591687176,-0.5118738196374775,-0.280302882194519
TJK,-0.1525039091433548,0.8531773452427672,,-0.2921001763826829,,-0.47282150387764
TLS,-0.6333055518239661,0.3639397652002493,,-0.7184462307522365,,0.260184526443481
TKM,-0.1060398848506904,0.8666549645276848,,-0.7184462307522365,,-0.111424535512924
TUN,-0.1484635592048623,-0.0255634321338766,-0.0015856412323325,0.2136256238454666,0.001585641232332,-0.630951106548309
TUR,1.5767658645314484,0.3383322885589052,0.255144089202572,0.9749883475644692,-0.2551440892025725,-1.01108038425446
TTO,-0.1040197098814444,,,-0.7184462307522365,,0.401362389326096
TWN,-0.689870450962862,-0.9636057343641584,1.8416021670182652,-0.7184462307522365,-1.8416021670182652,
TZA,-0.2151293331899889,0.4353711474103138,-0.5545419837075116,-0.0471325735717478,0.5545419837075111,-0.0527516007423401
UKR,2.752507696632776,0.0243037592203192,-0.1266590996493372,0.1363797421228547,0.1266590996493367,-1.42982339859009
UGA,0.29395475906007,0.8491340594572917,-0.5940388653128816,0.8614667755301336,0.5940388653128812,-0.69550609588623
USA,0.750514302109726,-1.1630744997809428,-0.2714809988690272,0.7825138024987347,0.2714809988690267,0.029424749314785
URY,-0.5807810026235631,-1.1900297383507783,-0.4557997796940867,-0.6932666339476286,0.4557997796940862,0.964887142181396
UZB,-0.2939161569905936,0.4138069565544452,1.1306582981216056,-0.6190081620153934,-1.130658298121606,-0.154609963297844
VEN,1.2535378694520465,1.2521148760763352,-2.345067283150949,-0.4154375234425441,2.3450672831509487,-1.18902802467346
VNM,-0.7080520256860778,0.1577321901410062,0.2814753436061523,-0.7184462307522365,-0.2814753436061528,-0.0363807342946529
YEM,2.405037601922418,1.8073927906149505,-1.2259889709988008,1.449559731407256,1.2259889709988003,-2.56293869018555
ZAF,0.5565775050620839,0.0647366170750731,-1.9500984670972497,-0.7184462307522365,1.9500984670972492,-0.665642023086548
ZMB,-0.3181582566215488,0.5418443397611651,-0.0344997092368074,-0.7184462307522365,0.034499709236807,0.201727285981178
ZWE,0.3060758088755472,1.0270386340182074,-1.0285045629719511,-0.7184462307522365,1.0285045629719505,-0.934447467327118
